# Generated by scripts/generate_multilingual_ngram_assets.py
# Source: Leipzig Corpora Collection ces_news_2024_1M.tar.gz (ces_news_2024_1M/ces_news_2024_1M-sentences.txt)
# Derived from ordered adjacent tokens in the sentence corpus; format: context<TAB>prediction<TAB>frequency
v	roce	15198000
je	to	14358000
že	se	14110000
se	v	11263000
se	na	10569000
by	se	8776000
a	to	8251000
o	tom	7305000
více	než	7190000
podle	něj	7170000
na	to	7083000
že	by	7045000
že	je	6923000
s	tím	6267000
tím	že	6240000
to	že	6032000
v	česku	5960000
a	na	5911000
k	tomu	5759000
to	je	5501000
jak	se	5484000
v	praze	5363000
se	ale	5254000
je	v	5231000
když	se	5191000
aby	se	5073000
co	se	4955000
který	se	4930000
i	na	4847000
které	se	4761000
ale	i	4691000
se	do	4550000
z	nich	4529000
jde	o	4528000
se	s	4448000
i	když	4357000
se	to	4330000
se	o	4294000
že	to	4209000
že	v	4120000
která	se	3965000
na	ukrajině	3880000
stejně	jako	3837000
jsem	se	3829000
uvedl	že	3785000
poté	co	3698000
tom	že	3681000
v	případě	3679000
s tím	že	3677000
jeden	z	3597000
a	je	3590000
z	toho	3575000
kde	se	3551000
a	také	3533000
se	tak	3434000
v	rámci	3426000
už	v	3406000
což	je	3396000
a	tak	3349000
je	na	3299000
v	posledních	3242000
mimo	jiné	3241000
od	roku	3238000
ve	středu	3176000
a	jeho	3164000
na	tom	3160000
je	podle	3142000
v	pondělí	3089000
řekl	že	3080000
o	procenta	3022000
ve	čtvrtek	3021000
že	si	3016000
dobrý	den	3000000
děkuji	moc	3000000
já	vím	3000000
ale	také	2984000
v	tomto	2968000
kdy	se	2932000
jsme	se	2919000
jsem	si	2913000
a	že	2901000
prosím	tě	2800000
na	místě	2795000
je	pro	2771000
za	to	2769000
až	do	2735000
který	je	2721000
s	ním	2716000
tomu	že	2692000
že	na	2669000
to	bylo	2664000
a	další	2660000
je	ale	2623000
já	myslím	2600000
na	konci	2593000
by	to	2551000
může	být	2520000
na	začátku	2478000
za	sebou	2416000
bez	problému	2400000
dej	vědět	2400000
dobré	ráno	2400000
klient	žádá	2400000
lékárna	zavírá	2400000
rodina	přijede	2400000
schůzka	začíná	2400000
telefon	nabíjí	2400000
uvidíme	se	2400000
vlak	odjíždí	2400000
milionů	korun	2385000
o tom	že	2357000
by	měl	2295000
sociálních	sítích	2292000
podle	ní	2258000
myslím	že	2257000
do	konce	2249000
to	ale	2248000
té	doby	2234000
si	že	2231000
to	se	2217000
z	roku	2215000
ve	svém	2199000
na	ukrajinu	2196000
která	je	2176000
miliardy	korun	2164000
ale	v	2150000
kteří	se	2123000
to	co	2103000
na	sociálních	2099000
dva	roky	2088000
to	v	2084000
si	na	2082000
pro	mě	2081000
že	jsem	2067000
od	začátku	2066000
o	to	2059000
tvrdí	že	2057000
na sociálních	sítích	2048000
jedním	z	2043000
uvedla	že	2015000
tisíc	korun	1976000
je	že	1966000
vzhledem	k	1942000
až	na	1934000
spolu	s	1926000
už	se	1905000
pokud	se	1899000
si	v	1894000
ve	své	1832000
si	to	1821000
to	bude	1805000
k	dispozici	1802000
jsme	si	1795000
loni	v	1743000
podle	agentury	1734000
na to	že	1719000
šlo	o	1718000
bude	mít	1715000
i	další	1701000
s	a	1699000
pokud	by	1694000
jak	to	1689000
sociální	síti	1689000
byl	v	1682000
tak	se	1680000
bylo	to	1668000
od	té	1648000
mistrovství	světa	1643000
procenta	na	1634000
který	v	1633000
až	po	1620000
je	i	1619000
které	jsou	1618000
víc	než	1609000
hnutí	ano	1607000
proto	že	1600000
by	si	1592000
na sociální	síti	1592000
by	měla	1584000
které	by	1579000
jako	je	1558000
co	je	1556000
od té	doby	1525000
ze	strany	1523000
když	jsem	1512000
tak	že	1511000
miliard	korun	1510000
mezi	a	1508000
jsou	v	1507000
už	je	1498000
minulý	týden	1494000
také	v	1484000
u	nás	1484000
jako	v	1481000
toho	že	1466000
ale	na	1465000
s	nimi	1464000
evropské	unie	1462000
také	na	1451000
jen	o	1440000
až	v	1434000
i	pro	1424000
který	byl	1423000
není	to	1422000
o	procent	1406000
adresu	pro	1400000
advokát	připravuje	1400000
ahoj	můžeš	1400000
aktualizace	je	1400000
autobus	přijede	1400000
banka	potvrzuje	1400000
cena	se	1400000
dnes	večer	1400000
děkuji	za	1400000
děti	chtějí	1400000
dům	potřebuje	1400000
film	začíná	1400000
funguje	na	1400000
funguje	pro	1400000
heslo	funguje	1400000
historie	zmiňuje	1400000
hlasování	začíná	1400000
hodina	začíná	1400000
hotel	potvrzuje	1400000
hra	funguje	1400000
hráč	kontroluje	1400000
hudba	pokračuje	1400000
internet	funguje	1400000
jde	do	1400000
jízdenka	na	1400000
jízdenku	na	1400000
kalendář	potvrzuje	1400000
když	máš	1400000
klíč	zůstává	1400000
kniha	cituje	1400000
kniha	vysvětluje	1400000
kostel	otevírá	1400000
káva	je	1400000
lékař	potvrzuje	1400000
metro	má	1400000
ministr	mluví	1400000
modlitba	začíná	1400000
musím	vyzvednout	1400000
musíme	koupit	1400000
musíme	poslat	1400000
musíme	rezervovat	1400000
musíme	zkontrolovat	1400000
muzeum	ukazuje	1400000
máma	se	1400000
máš	čas	1400000
mění	na	1400000
mění	pro	1400000
město	mění	1400000
může	vzít	1400000
na	zítra	1400000
nájem	se	1400000
nákup	obsahuje	1400000
objednávka	přijde	1400000
obraz	zůstává	1400000
odjíždí	do	1400000
odpovídá	na	1400000
oprava	vyžaduje	1400000
otevírá	pro	1400000
platí	za	1400000
po	práci	1400000
podcast	mluví	1400000
pojištění	pro	1400000
policie	ukládá	1400000
pošli	mi	1400000
protože	je	1400000
ptá	na	1400000
před	schůzkou	1400000
připomeň	mi	1400000
recept	používá	1400000
recept	zůstává	1400000
rodina	jde	1400000
rozpočet	pokrývá	1400000
rychlá	poznámka	1400000
se	mění	1400000
se	nabíjí	1400000
se	platí	1400000
se	ptá	1400000
seriál	přijde	1400000
soubor	zůstává	1400000
soud	čeká	1400000
soudce	žádá	1400000
stadion	otevírá	1400000
stanice	má	1400000
strana	odpovídá	1400000
stránka	ukazuje	1400000
stěhování	používá	1400000
taxík	čeká	1400000
telefon	se	1400000
tento	týden	1400000
termín	je	1400000
termín	se	1400000
to	důležité	1400000
trasa	se	1400000
trénuje	na	1400000
táta	může	1400000
tým	trénuje	1400000
ulož	adresu	1400000
ulož	jízdenku	1400000
ulož	pojištění	1400000
učitel	zmiňuje	1400000
vede	přes	1400000
večeře	bude	1400000
vláda	připravuje	1400000
věda	vyžaduje	1400000
vědět	kdy	1400000
zavolej	když	1400000
zavírá	pro	1400000
začíná	po	1400000
začíná	před	1400000
zkontroluj	účet	1400000
zkouška	vyžaduje	1400000
zpráva	je	1400000
zpráva	mluví	1400000
zpráva	zmiňuje	1400000
zákon	mění	1400000
zápas	začíná	1400000
závod	vede	1400000
zítra	ráno	1400000
úkol	je	1400000
účet	za	1400000
čeká	na	1400000
škola	zavírá	1400000
jak	je	1391000
ať	už	1378000
i	přes	1355000
kvůli	tomu	1344000
ve	městě	1342000
že by	se	1339000
jedna	z	1318000
play	off	1317000
souvislosti	s	1315000
společně	s	1311000
já	jsem	1294000
než	se	1294000
před	lety	1291000
ve	kterém	1283000
příští	rok	1265000
jen	na	1264000
v souvislosti	s	1264000
který	má	1258000
let	a	1250000
pro	něj	1245000
noci	na	1239000
ještě	před	1229000
pro	nás	1229000
k tomu	že	1228000
kdu	čsl	1228000
rozhovoru	pro	1226000
petr	fiala	1225000
ve	druhém	1220000
do	roku	1213000
době	kdy	1206000
síti	x	1205000
který	si	1204000
tiskové	konferenci	1202000
albert	einstein	1200000
do	toho	1200000
isaac	newton	1200000
marie	curie	1200000
mona	lisa	1200000
ve	druhé	1196000
má	v	1191000
s	ní	1187000
který	by	1185000
ale	je	1184000
kde	je	1183000
spojené	státy	1183000
aktuálně	cz	1181000
které	je	1180000
jednou	z	1179000
o procenta	na	1170000
má	na	1164000
v noci	na	1159000
by	podle	1146000
letos	v	1146000
letošního	roku	1146000
bude	v	1141000
jednoho	z	1140000
v době	kdy	1140000
než	v	1139000
že je	to	1139000
věřím	že	1138000
rozdíl	od	1134000
i	ve	1132000
na rozdíl	od	1131000
podle	informací	1131000
pásmu	gazy	1126000
i	do	1125000
tři	roky	1123000
dodal	že	1118000
po	letech	1114000
podobně	jako	1108000
pro	ně	1103000
charles	darwin	1100000
da	vinci	1100000
leonardo	da	1100000
pablo	picasso	1100000
proč	se	1100000
v pásmu	gazy	1100000
van	gogh	1100000
velmi	dobře	1100000
vincent	van	1100000
william	shakespeare	1100000
české	republiky	1100000
aby	si	1099000
ještě	v	1097000
už	od	1096000
už	na	1094000
agentura	reuters	1091000
díky	tomu	1090000
jsou	to	1087000
pak	se	1082000
podle	nich	1079000
tak	to	1079000
které	si	1078000
posledních	letech	1077000
loňského	roku	1074000
v rozhovoru	pro	1074000
v posledních	letech	1073000
mi	to	1071000
si	ale	1071000
jedná	o	1070000
když	si	1067000
s	odvoláním	1060000
druhou	stranu	1059000
když	je	1057000
tak	aby	1057000
by	mohl	1056000
i	proto	1054000
má	být	1044000
na druhou	stranu	1040000
jsem	to	1038000
odvoláním	na	1038000
byl	to	1037000
jako	první	1034000
s odvoláním	na	1034000
z	něj	1032000
jsou	na	1030000
milionu	korun	1030000
říct	že	1027000
ale	to	1025000
před	dvěma	1021000
k	němu	1016000
tomu	aby	1015000
pět	let	1013000
protože	se	1011000
jak	si	1009000
jako	by	1005000
petr	pavel	1001000
amadeus	mozart	1000000
big	ben	1000000
frida	kahlo	1000000
galileo	galilei	1000000
johann	sebastian	1000000
ludwig	van	1000000
machu	picchu	1000000
mahatma	gandhi	1000000
nelson	mandela	1000000
sebastian	bach	1000000
taj	mahal	1000000
van	beethoven	1000000
wolfgang	amadeus	1000000
musí	být	998000
která	by	997000
bylo	v	995000
měl	být	992000
za to	že	992000
české	republice	991000
roce	se	986000
krátce	po	985000
které	v	984000
byla	v	983000
si	s	976000
informace	o	972000
která	má	972000
došlo	k	965000
poslední	době	965000
